instfname;seed;n;n_;p_;time_to_enumerate_plates;time_to_solver_build;time_to_build_model;time_to_solve_model;num_vars;num_constrs;num_plates;num_picuts;num_cuts_made;obj_value;obj_bound;stop_code
"./instances/gcut2";10;20;20;3.787878787878788;0.003407001495361328;0.00937199592590332;0.054187774658203125;0.129093839;2319;3822;376;1212;1107;59307.0;59307.0;1
"./instances/gcut3";10;30;30;3.9682539682539684;0.012759923934936523;0.036685943603515625;0.0742340087890625;0.261467436;8760;13178;973;5345;3415;60241.0;60241.0;1
"./instances/gcut4";10;50;50;4.032258064516129;0.09482502937316895;0.20871305465698242;0.30724406242370605;2.40183795;28387;42155;1995;16664;11723;60942.0;60942.0;1
"./instances/gcut5";10;10;10;3.787878787878788;0.0009369850158691406;0.0035750865936279297;0.02773118019104004;0.066561826;394;730;112;180;214;195582.0;195582.0;1
"./instances/gcut6";10;20;20;3.787878787878788;0.002062082290649414;0.014617919921875;0.02108311653137207;0.047389932;1100;1697;218;741;359;236305.0;236305.0;1
"./instances/gcut7";10;30;30;3.875968992248062;0.005651950836181641;0.014193058013916016;0.024523019790649414;0.138475733;3786;5233;521;2890;896;238974.0;238974.0;1
"./instances/gcut8";10;50;50;3.937007874015748;0.04771614074707031;0.14712285995483398;0.19945502281188965;1.227034413;32369;47359;2249;19678;12691;245758.0;245758.0;1
"./instances/gcut9";10;10;10;3.4246575342465753;0.0023560523986816406;0.004110097885131836;0.031216144561767578;0.04419798;513;904;132;264;249;919476.0;919476.0;1
"./instances/gcut10";10;20;20;3.8461538461538463;0.0028159618377685547;0.0047190189361572266;0.011909008026123047;0.046635072;1026;1569;201;704;322;903435.0;903435.0;1
"./instances/gcut11";10;30;30;3.7593984962406015;0.020689010620117188;0.025213956832885742;0.05035901069641113;0.311231184;6424;10039;751;3590;2834;955389.0;955389.0;1
"./instances/gcut12";10;50;50;3.937007874015748;0.04725193977355957;0.08454203605651855;0.13550114631652832;0.888640909;22581;31558;1647;15301;7280;970744.0;970744.0;1
"./instances/STS4";10;20;50;7.071428571428571;0.022201061248779297;0.20328998565673828;0.2476949691772461;16.812021689;43843;90754;3048;2946;40897;9700.0;9700.0;1
"./instances/STS4s";10;20;50;7.071428571428571;0.018934965133666992;0.28934502601623535;0.3308708667755127;17.17394415;43843;90754;3048;2946;40897;9770.0;9770.0;1
"./instances/A5";10;20;45;10.153846153846153;0.025695085525512695;0.23334097862243652;0.28243184089660645;25.950448971;49583;102655;3469;2054;47529;12985.0;12985.0;1
"./instances/Hchl2";10;35;75;7.222222222222222;0.0635831356048584;0.8870508670806885;0.9750838279724121;199.604023892;143537;293587;6478;9796;133741;9954.0;9954.0;1
