instance_path;solver_seed;rotation;mirror_plates;faithful;round2disc;pricing;hybridization;aggressive_hybridization;hybridizations;first_borns_killed_by_hybridization;aggressive_hybridization_extra_vars;qt_pevars_after_preprocess;qt_cmvars_after_preprocess;qt_plates_after_preprocess;length_pe_after_pricing;length_cm_after_pricing;length_pc_after_pricing;qt_unreachable_plate_types;qt_reachable_extractions;qt_reachable_cuts;qt_reachable_plate_types;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;purge_unreachable_time;num_vars;num_constrs;num_nonzeros;enumeration_time;build_time;build_stop_reason;stop_reason;build_and_solve_time;root_node_value;root_node_time;obj_value;obj_bound;solution_value;solution_print_time;total_instance_time;total_file_time;run_ended_by_exception;extra_gc_time;run_total_time;run_time_spent_on_gc;this_data_file
../instances/A3;1;0;0;0;1;none;1;1;12303;6144;2387;2525;13195;1104;2525;13195;1104;0;2525;13195;1104;2525;13195;1104;0.000616497;15740;48364;50697;0.004491346;0.04365205764770508;BUILT_MODEL;MathOptInterface.OPTIMAL;0.6573119163513184;5503.0303;0.24;5451.0;5451.0;5451;0.007161140441894531;0.6644759178161621;0.664644687;false;0.099013734;0.765840605;0.09589141;./experiments_outputs/2022-03-08T00:53:43/jl_82RU3o
../instances/OF1;1;0;0;0;1;none;1;0;1945;1281;0;61;3207;386;61;3207;386;0;61;3207;386;61;3207;386;0.000178037;3278;10240;10281;0.0011704;0.02930593490600586;BUILT_MODEL;MathOptInterface.OPTIMAL;0.11301708221435547;2752.66667;0.05;2737.0;2737.0;2737;0.0020208358764648438;0.11504101753234863;0.115092993;false;0.097098529;0.214662898;0.095674438;./experiments_outputs/2022-03-08T00:53:43/jl_8jBY3q
../instances/3;1;0;0;0;1;none;0;0;0;0;0;385;1988;286;385;1988;286;0;385;1988;286;385;1988;286;0.00011627;2373;7425;6500;0.000804506;0.008427143096923828;BUILT_MODEL;MathOptInterface.OPTIMAL;0.16084814071655273;1901.76471;0.03;1860.0;1860.0;1860;0.0015490055084228516;0.1624000072479248;0.162448118;false;0.096378727;0.261217479;0.095184913;./experiments_outputs/2022-03-08T00:53:43/jl_8pdoko
../instances/3;1;0;0;0;1;none;1;0;1553;1152;0;383;1926;272;383;1926;272;0;383;1926;272;383;1926;272;0.000114507;2329;7299;6944;0.000934753;0.009135007858276367;BUILT_MODEL;MathOptInterface.OPTIMAL;0.14029383659362793;1919.16667;0.03;1860.0;1860.0;1860;0.0016350746154785156;0.14193296432495117;0.141982263;false;0.096131018;0.240548679;0.094937454;./experiments_outputs/2022-03-08T00:53:43/jl_8rCWMr
../instances/HH;1;0;0;0;1;none;1;1;2771;647;0;46;4324;532;46;4324;532;0;46;4324;532;46;4324;532;0.000248411;4375;13667;14988;0.001491099;0.03420901298522949;BUILT_MODEL;MathOptInterface.OPTIMAL;0.679872989654541;12028.0435;0.08;11586.0;11586.0;11586;0.002794981002807617;0.6826720237731934;0.682818063;false;0.098868377;0.783905999;0.096947755;./experiments_outputs/2022-03-08T00:53:43/jl_8T48as
../instances/CU1;1;0;0;0;1;none;1;0;3785;2818;0;2446;5799;651;2446;5799;651;0;2446;5799;651;2446;5799;651;0.000276654;8270;25511;23090;0.003104747;0.04366898536682129;BUILT_MODEL;MathOptInterface.OPTIMAL;0.15491604804992676;12330.0;0.11;12330.0;12330.0;12330;0.0037419795989990234;0.158660888671875;0.158745539;false;0.100089493;0.261102681;0.09767886;./experiments_outputs/2022-03-08T00:53:43/jl_8zuBGr
../instances/A1;1;0;0;0;1;none;1;0;2553;2010;0;722;2983;384;722;2983;384;0;722;2983;384;722;2983;384;0.000158;3725;11599;10913;0.001331645;0.013046979904174805;BUILT_MODEL;MathOptInterface.OPTIMAL;0.0754251480102539;2020.0;0.06;2020.0;2020.0;2020;0.0021820068359375;0.07761001586914062;0.077657664;false;0.09645456;0.176388482;0.094936562;./experiments_outputs/2022-03-08T00:53:43/jl_9IOZ8r
../instances/gcut4;1;0;0;0;1;none;0;0;0;0;0;12546;14791;1197;12546;14791;1197;0;12546;14791;1197;12546;14791;1197;0.000665663;27337;83258;68665;0.012757223;0.07918787002563477;BUILT_MODEL;MathOptInterface.OPTIMAL;0.6797468662261963;61586.3333;0.26;60942.0;60942.0;60942;0.011397123336791992;0.6911489963531494;0.691219132;false;0.102193093;0.795708801;0.103015453;./experiments_outputs/2022-03-08T00:53:43/jl_9jFe4r
../instances/Hchl3s;1;0;0;0;1;none;1;0;32877;7145;0;491;71348;3849;491;71348;3849;0;491;71348;3849;491;71348;3849;0.00268933;71849;219416;238823;0.022889497;0.21681690216064453;BUILT_MODEL;MathOptInterface.OPTIMAL;40.44314885139465;12354.027;6.75;12215.0;12215.0;12215;0.031440019607543945;40.47459411621094;40.474654217;false;0.114172486;40.591252012;0.123240343;./experiments_outputs/2022-03-08T00:53:43/jl_9N732q
../instances/STS4s;1;0;0;0;1;none;1;1;40378;12087;12575;2604;52159;2736;2604;52159;2736;0;2604;52159;2736;2604;52159;2736;0.002356083;54783;167125;189144;0.015339555;0.18681907653808594;BUILT_MODEL;MathOptInterface.OPTIMAL;2.9550251960754395;9771.33333;2.64;9770.0;9770.0;9770;0.023482799530029297;2.97851300239563;3.077622086;false;0.108292121;3.188320845;0.121558228;./experiments_outputs/2022-03-08T00:53:43/jl_A05rRo
