instance_path;rotation;mirror_plates;faithful;round2disc;pricing;qt_pevars_after_preprocess;qt_cmvars_after_preprocess;qt_plates_after_preprocess;length_pe_after_pricing;length_cm_after_pricing;length_pc_after_pricing;qt_unreachable_plate_types;qt_reachable_extractions;qt_reachable_cuts;qt_reachable_plate_types;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;purge_unreachable_time;num_vars;num_constrs;num_nonzeros;enumeration_time;build_time;build_stop_reason;stop_reason;build_and_solve_time;root_node_time;obj_value;obj_bound;solution_value;solution_print_time;total_instance_time;total_file_time;run_ended_by_exception;extra_gc_time;run_total_time;run_time_spent_on_gc;this_data_file
../instances/G2MKP/A02_M2;1;1;0;1;none;21;217;57;21;217;57;0;21;217;57;21;217;57;5.1567e-5;238;775;666;0.013917607;0.03275799751281738;BUILT_MODEL;MathOptInterface.OPTIMAL;0.0363459587097168;0.0;4.671806e6;4.671806e6;4671806;0.0006749629974365234;0.03702497482299805;0.037290893;false;0.093326608;0.13315785;0.096720062;./experiments_outputs/2021-06-21T14:59:25/jl_FyfnJX
../instances/G2MKP/A03_M2;1;1;0;1;none;4;18;8;4;18;8;0;4;18;8;4;18;8;4.0757e-5;22;76;60;0.015157123;0.017045021057128906;BUILT_MODEL;MathOptInterface.OPTIMAL;0.018188953399658203;0.0;4.201018e6;4.201018e6;4201018;0.0003910064697265625;0.018584012985229492;0.018844463;false;0.095077563;0.116085061;0.099051909;./experiments_outputs/2021-06-21T14:59:25/jl_inVfm1
../instances/G2MKP/A36_M2;1;1;0;1;none;5447;2318081;52724;5447;2318081;52724;0;5447;2318081;52724;5447;2318081;52724;0.099110268;2323528;7023324;6914749;0.758898878;8.007153034210205;BUILT_MODEL;MathOptInterface.TIME_LIMIT;3608.9766829013824;3600.49;-0.0;1.7402552317e10;0;0.9912271499633789;NaN;NaN;true;0.275245878;3610.285727367;1.095347418;./experiments_outputs/2021-06-21T14:59:25/jl_Nl7RTZ
../instances/G2MKP/A02_M4;1;1;0;1;none;21;217;57;21;217;57;0;21;217;57;21;217;57;5.1638e-5;238;775;666;0.011152322;0.013664007186889648;BUILT_MODEL;MathOptInterface.OPTIMAL;0.01720905303955078;0.0;9.079396e6;9.079396e6;9079396;0.0009660720825195312;0.018178939819335938;0.01843106;false;0.093128944;0.113563927;0.093941583;./experiments_outputs/2021-06-21T14:59:25/jl_YJfsiY
../instances/G2MKP/A12_M2;1;1;0;1;none;17;111;31;17;111;31;0;17;111;31;17;111;31;4.764e-5;128;418;337;0.009782738;0.011919975280761719;BUILT_MODEL;MathOptInterface.OPTIMAL;0.014375925064086914;0.0;9.925676e6;9.925676e6;9925676;0.00096893310546875;0.015349149703979492;0.015638442;false;0.092863002;0.110552828;0.093730714;./experiments_outputs/2021-06-21T14:59:25/jl_zzhAA0
../instances/G2MKP/A12_M2;1;1;0;1;none;17;111;31;17;111;31;0;17;111;31;17;111;31;4.4033e-5;128;418;337;0.039636344;0.28922009468078613;BUILT_MODEL;MathOptInterface.OPTIMAL;0.30394911766052246;0.0;9.925676e6;9.925676e6;9925676;0.030664920806884766;0.3346247673034668;0.358926957;false;0.096651187;0.950553125;0.10288706;./experiments_outputs/2022-02-02T05:44:53/jl_HqVsdC
../instances/G2MKP/A12_M4;1;1;0;1;none;17;111;31;17;111;31;0;17;111;31;17;111;31;5.0837e-5;128;418;337;0.014188395;0.016371965408325195;BUILT_MODEL;MathOptInterface.OPTIMAL;0.018812894821166992;0.0;1.9847184e7;1.9847184e7;19847184;0.0012600421905517578;0.020076990127563477;0.028019731;false;0.096195732;0.126384078;0.100420259;./experiments_outputs/2022-02-02T05:44:53/jl_wLJ1yG
../instances/G2MKP/A12_M4;1;1;0;1;none;17;111;31;17;111;31;0;17;111;31;17;111;31;4.9113e-5;128;418;337;0.040240399;0.29305291175842285;BUILT_MODEL;MathOptInterface.OPTIMAL;0.3081820011138916;0.0;1.9847184e7;1.9847184e7;19847184;0.03148293495178223;0.3396780490875244;0.366173867;false;0.096778129;0.96740095;0.102883938;./experiments_outputs/2022-02-02T09:58:22/jl_zsktop
../instances/G2MKP/A15_M2;1;1;0;1;none;2069;639101;19278;2069;639101;19278;0;2069;639101;19278;2069;639101;19278;0.025850763;641170;1942800;1905324;0.489448054;2.615116834640503;BUILT_MODEL;MathOptInterface.OPTIMAL;241.8004767894745;237.21;1.0591164e7;1.0591164e7;10591164;0.3268280029296875;242.12731790542603;242.136032937;false;0.164865958;242.823015399;0.62039736;./experiments_outputs/2022-02-04T14:41:44/jl_q83SeZ
../instances/G2MKP/A15_M4;1;1;0;1;none;2069;639101;19278;2069;639101;19278;0;2069;639101;19278;2069;639101;19278;0.026245888;641170;1942800;1905324;0.477467754;2.5540010929107666;BUILT_MODEL;MathOptInterface.OPTIMAL;245.264151096344;240.45;2.1112992e7;2.1112992e7;21112992;0.32848191261291504;245.59264707565308;245.616948787;false;0.163076229;246.296410505;0.613384658;./experiments_outputs/2022-02-04T14:46:52/jl_Nisdpu
