instance_path;solver_seed;rotation;mirror_plates;faithful;round2disc;pricing;hybridization;aggressive_hybridization;hybridizations;first_borns_killed_by_hybridization;aggressive_hybridization_extra_vars;qt_pevars_after_preprocess;qt_cmvars_after_preprocess;qt_plates_after_preprocess;length_pe_after_pricing;length_cm_after_pricing;length_pc_after_pricing;qt_unreachable_plate_types;qt_reachable_extractions;qt_reachable_cuts;qt_reachable_plate_types;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;purge_unreachable_time;num_vars;num_constrs;num_nonzeros;enumeration_time;build_time;build_stop_reason;stop_reason;build_and_solve_time;root_node_time;obj_value;obj_bound;solution_value;solution_print_time;total_instance_time;total_file_time;run_ended_by_exception;extra_gc_time;run_total_time;run_time_spent_on_gc;this_data_file
../instances/G2OPP/Clautiaux42/E13N15;10;0;0;0;1;none;0;0;0;0;0;24;2919;327;24;2919;327;0;24;2919;327;24;2919;327;0.000171585;2943;9169;8496;0.000820336;0.009505987167358398;BUILT_MODEL;MathOptInterface.INFEASIBLE;0.24553489685058594;0.04;NaN;NaN;-1;3.0994415283203125e-6;0.24553990364074707;0.245686056;false;0.093779809;0.341564134;0.092360979;./experiments_outputs/2022-02-21T18:51:16/jl_1acmsU
../instances/G2OPP/Clautiaux42/E15N15;9;0;0;0;1;none;0;0;0;0;0;20;2149;252;20;2149;252;0;20;2149;252;20;2149;252;0.000120117;2169;6772;6253;0.000626508;0.02694416046142578;BUILT_MODEL;MathOptInterface.INFEASIBLE;4.499672174453735;0.02;NaN;NaN;-1;5.0067901611328125e-6;4.499679088592529;4.49983497;false;0.093370103;4.595386799;0.092378732;./experiments_outputs/2022-02-21T18:51:16/jl_1aPcFR
../instances/G2OPP/Clautiaux42/E08N15;10;0;0;0;1;none;0;0;0;0;0;30;2367;291;30;2367;291;0;30;2367;291;30;2367;291;0.000133764;2397;7494;6890;0.000677065;0.025493860244750977;BUILT_MODEL;MathOptInterface.INFEASIBLE;1.4996628761291504;0.03;NaN;NaN;-1;4.0531158447265625e-6;1.4996700286865234;1.499816413;false;0.093615828;1.595511695;0.092379846;./experiments_outputs/2022-02-21T18:51:16/jl_1C7j0S
../instances/G2OPP/Clautiaux42/E04F15;8;0;0;0;1;none;1;1;1912;338;1494;27;3900;330;27;3900;330;0;27;3900;330;27;3900;330;0.000203256;3940;12176;13098;0.00102288;0.03061509132385254;BUILT_MODEL;MathOptInterface.INFEASIBLE;3.4361350536346436;0.04;NaN;NaN;-1;4.0531158447265625e-6;3.436141014099121;3.436290202;false;0.094968952;3.533641221;0.093252837;./experiments_outputs/2022-02-21T18:51:16/jl_1C9bhR
../instances/G2OPP/Clautiaux42/E04F17;8;0;0;0;1;none;0;0;0;0;0;29;3109;347;29;3109;347;0;29;3109;347;29;3109;347;0.000175623;3138;9777;9050;0.000885328;0.0284881591796875;BUILT_MODEL;MathOptInterface.INFEASIBLE;4.38847017288208;0.04;NaN;NaN;-1;3.814697265625e-6;4.38847804069519;4.388629401;false;0.094211048;4.48500906;0.092740779;./experiments_outputs/2022-02-21T18:51:16/jl_1E8nAR
../instances/G2OPP/Clautiaux42/E04N17;10;0;0;0;1;none;0;0;0;0;0;27;3043;331;27;3043;331;0;27;3043;331;27;3043;331;0.000170263;3070;9556;8847;0.000839041;0.026482105255126953;BUILT_MODEL;MathOptInterface.INFEASIBLE;2.2061550617218018;0.03;NaN;NaN;-1;5.0067901611328125e-6;2.206162929534912;2.20631131;false;0.09368476;2.302047861;0.092227496;./experiments_outputs/2022-02-21T18:51:16/jl_1FFR1P
../instances/G2OPP/Clautiaux42/E04N18;4;0;0;0;1;none;1;0;4;4;0;25;3058;336;25;3058;336;0;25;3058;336;25;3058;336;0.000169571;3096;9650;8913;0.000962275;0.03029608726501465;BUILT_MODEL;MathOptInterface.INFEASIBLE;1.3492121696472168;0.03;NaN;NaN;-1;3.814697265625e-6;1.3492181301116943;1.349365159;false;0.094228744;1.445783275;0.092792119;./experiments_outputs/2022-02-21T18:51:16/jl_1HejmR
../instances/G2OPP/Clautiaux42/E15N15;5;0;0;0;1;none;1;1;1729;357;1672;20;3135;252;20;3135;252;0;20;3135;252;20;3135;252;0.000157148;3168;9782;10641;0.000791762;0.028677940368652344;BUILT_MODEL;MathOptInterface.INFEASIBLE;6.136145830154419;0.03;NaN;NaN;-1;3.0994415283203125e-6;6.136152029037476;6.136299106;false;0.094346676;6.232817182;0.092840519;./experiments_outputs/2022-02-21T18:51:16/jl_1j766R
../instances/G2OPP/Clautiaux42/E02N20;10;0;0;0;1;none;1;1;2707;303;2951;25;4864;346;25;4864;346;0;25;4864;346;25;4864;346;0.000249102;4905;15093;16797;0.00112832;0.0337221622467041;BUILT_MODEL;MathOptInterface.INFEASIBLE;19.38056516647339;0.05;NaN;NaN;-1;3.814697265625e-6;19.3805730342865;19.380725911;false;0.095400218;19.478558353;0.093406185;./experiments_outputs/2022-02-21T18:51:16/jl_1k2mgR
../instances/G2OPP/Clautiaux42/E20X15;8;0;0;0;1;none;1;1;2743;269;2788;25;4927;346;25;4927;346;0;25;4927;346;25;4927;346;0.0002425;4966;15272;17051;0.001146785;0.03282499313354492;BUILT_MODEL;MathOptInterface.INFEASIBLE;6.427495956420898;0.04;NaN;NaN;-1;4.0531158447265625e-6;6.427503824234009;6.427655141;false;0.095236169;6.525325596;0.09326463;./experiments_outputs/2022-02-21T18:51:16/jl_1KCcZT
