instance_path;solver_seed;rotation;mirror_plates;faithful;round2disc;pricing;hybridization;aggressive_hybridization;hybridizations;first_borns_killed_by_hybridization;aggressive_hybridization_extra_vars;qt_pevars_after_preprocess;qt_cmvars_after_preprocess;qt_plates_after_preprocess;length_pe_after_pricing;length_cm_after_pricing;length_pc_after_pricing;qt_unreachable_plate_types;qt_reachable_extractions;qt_reachable_cuts;qt_reachable_plate_types;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;purge_unreachable_time;num_vars;num_constrs;num_nonzeros;enumeration_time;build_time;build_stop_reason;stop_reason;build_and_solve_time;root_node_value;root_node_time;obj_value;obj_bound;solution_value;solution_print_time;total_instance_time;total_file_time;run_ended_by_exception;extra_gc_time;run_total_time;run_time_spent_on_gc;this_data_file
../instances/A5;2;0;0;0;1;none;1;0;10121;4543;0;825;44936;2523;825;44936;2523;0;825;44936;2523;825;44936;2523;0.008135241;45781;139906;140104;0.014951783;0.15233993530273438;BUILT_MODEL;MathOptInterface.OPTIMAL;4.408766984939575;13092.95;1.72;12985.0;12985.0;12985;0.019789934158325195;4.428563117980957;4.428615019;false;0.107295469;4.538420186;0.113022075;./experiments_outputs/2022-03-04T14:37:48/jl_2ceQVU
../instances/CHL1;3;0;0;0;1;none;1;1;81986;41908;33098;3306;124185;4318;3306;124185;4318;0;3306;124185;4318;3306;124185;4318;0.012248354;127521;386941;417312;0.044074424;0.41411805152893066;BUILT_MODEL;MathOptInterface.OPTIMAL;24.27813696861267;8873.52976;8.64;8699.0;8699.0;8699;0.06051921844482422;24.338660955429077;24.33871946;false;0.107193893;24.448196974;0.149634679;./experiments_outputs/2022-03-04T14:37:48/jl_2ebw9T
../instances/wang20;4;0;0;0;1;none;1;1;1699;1238;73;383;1999;272;383;1999;272;0;383;1999;272;383;1999;272;0.000112353;2402;7518;7227;0.000877944;0.008844852447509766;BUILT_MODEL;MathOptInterface.OPTIMAL;0.03827691078186035;2721.0;0.03;2721.0;2721.0;2721;0.0013251304626464844;0.039604902267456055;0.039654084;false;0.094714179;0.136452515;0.093745853;./experiments_outputs/2022-03-04T14:37:48/jl_2em8eV
../instances/A2s;2;0;0;0;1;none;1;1;3432;2507;99;1272;3544;452;1272;3544;452;0;1272;3544;452;1272;3544;452;0.000177186;4836;15000;14113;0.001641733;0.015101909637451172;BUILT_MODEL;MathOptInterface.OPTIMAL;0.09318089485168457;3539.83333;0.06;3535.0;3535.0;3535;0.0024709701538085938;0.09565496444702148;0.095708724;false;0.096064629;0.193940621;0.094159157;./experiments_outputs/2022-03-04T14:37:48/jl_2FPejW
../instances/A2;9;0;0;0;1;none;1;1;3432;2507;99;1272;3544;452;1272;3544;452;0;1272;3544;452;1272;3544;452;0.000181684;4836;15000;14113;0.001649828;0.015300989151000977;BUILT_MODEL;MathOptInterface.OPTIMAL;0.26138877868652344;2614.99999;0.07;2505.0;2505.0;2505;0.002657175064086914;0.26404809951782227;0.264096464;false;0.097663621;0.363998189;0.09574843;./experiments_outputs/2022-03-04T14:37:48/jl_2gN9tX
../instances/CHL7;2;0;0;0;1;none;0;0;0;0;0;8103;138757;5884;8103;138757;5884;0;8103;138757;5884;8103;138757;5884;0.005143453;146860;446499;427398;0.053381627;0.46680212020874023;BUILT_MODEL;MathOptInterface.OPTIMAL;27.123932123184204;16896.8333;22.66;16881.0;16881.0;16881;0.06284785270690918;27.186784029006958;27.186885935;false;0.108907242;27.298066566;0.155569097;./experiments_outputs/2022-03-04T14:37:48/jl_2hCDvX
../instances/gcut6;2;0;0;0;1;none;1;1;1083;982;218;785;1083;165;785;1083;165;0;785;1083;165;785;1083;165;7.0835e-5;1888;5869;4960;0.001188593;0.007679939270019531;BUILT_MODEL;MathOptInterface.OPTIMAL;0.032156944274902344;237651.5;0.02;236305.0;236305.0;236305;0.0010690689086914062;0.03322887420654297;0.033280002;false;0.094575004;0.129937374;0.093764198;./experiments_outputs/2022-03-04T14:37:48/jl_2MNyLY
../instances/W;2;0;0;0;1;none;0;0;0;0;0;385;1988;286;385;1988;286;0;385;1988;286;385;1988;286;0.000123414;2373;7425;6500;0.000762787;0.00837397575378418;BUILT_MODEL;MathOptInterface.OPTIMAL;0.03863811492919922;2721.0;0.03;2721.0;2721.0;2721;0.0012760162353515625;0.0399169921875;0.039964232;false;0.095808986;0.137839495;0.094722475;./experiments_outputs/2022-03-04T14:37:48/jl_2P6A1V
../instances/gcut1;5;0;0;0;1;none;1;1;161;141;0;76;161;48;76;161;48;0;76;161;48;76;161;48;3.176e-5;247;809;675;0.000214316;0.00257110595703125;BUILT_MODEL;MathOptInterface.OPTIMAL;0.008910179138183594;50246.0;0.01;48368.0;48368.0;48368;0.00029397010803222656;0.009206056594848633;0.009249445;false;0.093633389;0.104983045;0.093332368;./experiments_outputs/2022-03-04T14:37:48/jl_2pittW
../instances/okp5;9;0;0;0;1;none;1;0;18149;1049;0;76;164030;4722;76;164030;4722;0;76;164030;4722;76;164030;4722;0.005995698;164135;497185;505091;0.049826406;0.5006289482116699;BUILT_MODEL;MathOptInterface.OPTIMAL;12.10975694656372;27973.6757;9.66;27923.0;27923.0;27923;0.06948614120483398;12.179248809814453;12.179310526;false;0.108796087;12.290338845;0.156055868;./experiments_outputs/2022-03-04T14:37:48/jl_2QSAFV
