instance_path;rotation;mirror_plates;faithful;round2disc;pricing;qt_pevars_after_preprocess;qt_cmvars_after_preprocess;qt_plates_after_preprocess;length_pe_after_pricing;length_cm_after_pricing;length_pc_after_pricing;qt_unreachable_plate_types;qt_reachable_extractions;qt_reachable_cuts;qt_reachable_plate_types;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;purge_unreachable_time;num_vars;num_constrs;num_nonzeros;enumeration_time;build_time;build_stop_reason;stop_reason;build_and_solve_time;root_node_time;obj_value;obj_bound;solution_value;solution_print_time;total_instance_time;total_file_time;run_ended_by_exception;extra_gc_time;run_total_time;run_time_spent_on_gc;this_data_file
../instances/G2CSP/CLASS/cl_04_040_04;1;1;0;1;none;190;225220;4670;190;225220;4670;0;190;225220;4670;190;225220;4670;0.008093588;225411;680941;671329;0.061803613;0.7785098552703857;BUILT_MODEL;MathOptInterface.OPTIMAL;1365.0169529914856;57.82;2.0;2.0;2;0.09537482261657715;1365.1123340129852;1365.112645263;false;0.114557596;1365.229408038;0.179292954;./experiments_outputs/2021-06-10T02:37:09/jl_9KHSLH
../instances/G2CSP/CLASS/cl_05_060_01;1;1;0;1;none;343;182634;3940;343;182634;3940;0;343;182634;3940;343;182634;3940;0.006458878;182978;552932;544743;0.057187243;0.6217188835144043;BUILT_MODEL;MathOptInterface.OPTIMAL;403.89821195602417;14.91;20.0;20.0;20;0.08000993728637695;403.9782269001007;403.97855588;false;0.108036959;404.088790283;0.157403881;./experiments_outputs/2021-06-10T02:37:09/jl_9Ko32E
../instances/G2CSP/CLASS/cl_03_080_04;1;1;0;1;none;147;15172;761;147;15172;761;0;147;15172;761;147;15172;761;0.00072267;15320;46794;45060;0.005529377;0.06286907196044922;BUILT_MODEL;MathOptInterface.OPTIMAL;2.126725912094116;0.28;18.0;18.0;18;0.012350082397460938;2.1390810012817383;2.139418288;false;0.099448238;2.240960133;0.096486956;./experiments_outputs/2021-06-10T02:37:09/jl_9Lv2bJ
../instances/G2CSP/CLASS/cl_01_100_09;1;1;0;1;none;46;275;55;46;275;55;0;46;275;55;46;275;55;4.0536e-5;322;1065;863;0.000355413;0.021816015243530273;BUILT_MODEL;MathOptInterface.OPTIMAL;0.03129386901855469;0.0;31.0;31.0;31;0.005527973175048828;0.036826133728027344;0.037172238;false;0.098003151;0.137391677;0.097343901;./experiments_outputs/2021-06-10T02:37:09/jl_9mtuWI
../instances/G2CSP/CLASS/cl_03_040_07;1;1;0;1;none;163;11609;659;163;11609;659;0;163;11609;659;163;11609;659;0.000634383;11773;36014;34515;0.003652085;0.054461002349853516;BUILT_MODEL;MathOptInterface.OPTIMAL;3.6796538829803467;0.24;8.0;8.0;8;0.007941961288452148;3.6876001358032227;3.687902211;false;0.099600742;3.789703325;0.097023827;./experiments_outputs/2021-06-10T02:37:09/jl_9NfV1F
../instances/G2CSP/CLASS/cl_03_100_08;1;1;0;1;none;268;14164;746;268;14164;746;0;268;14164;746;268;14164;746;0.000698253;14433;44136;42296;0.006038122;0.06540799140930176;BUILT_MODEL;MathOptInterface.OPTIMAL;4.184566020965576;0.29;22.0;22.0;22;0.013324975967407227;4.1978960037231445;4.198267889;false;0.102336661;4.302750938;0.099329954;./experiments_outputs/2021-06-10T02:37:09/jl_9q0YoJ
../instances/G2CSP/CLASS/cl_01_040_07;1;1;0;1;none;34;262;53;34;262;53;0;34;262;53;34;262;53;4.224e-5;297;971;803;0.000275131;0.020444154739379883;BUILT_MODEL;MathOptInterface.OPTIMAL;0.054473161697387695;0.0;11.0;11.0;11;0.002424955368041992;0.056900978088378906;0.057201448;false;0.096393933;0.156795428;0.095964169;./experiments_outputs/2021-06-10T02:37:09/jl_9zP5SI
../instances/G2CSP/CLASS/cl_06_060_05;1;1;0;1;none;464;6115103;42238;464;6115103;42238;0;464;6115103;42238;464;6115103;42238;0.247171916;6115568;18389000;18303910;1.842215145;20.75587797164917;BUILT_MODEL;MathOptInterface.TIME_LIMIT;3602.5170629024506;3580.43;18.0;0.0;18;2.7141051292419434;NaN;NaN;true;0.563017245;3605.824649769;2.877830445;./experiments_outputs/2021-06-10T02:37:09/jl_A1mSpI
../instances/G2CSP/CLASS/cl_02_100_10;1;1;0;1;none;49;6975;465;49;6975;465;0;49;6975;465;49;6975;465;0.000346115;7025;21587;20559;0.002453467;0.022738933563232422;BUILT_MODEL;MathOptInterface.OPTIMAL;7.335239887237549;0.11;4.0;4.0;4;0.009546995162963867;7.344792127609253;7.345119415;false;0.097129702;7.444320791;0.095256444;./experiments_outputs/2021-06-10T02:37:09/jl_A1OvBH
../instances/G2CSP/CLASS/cl_03_100_04;1;1;0;1;none;132;15128;771;132;15128;771;0;132;15128;771;132;15128;771;0.000757936;15261;46646;44889;0.006342538;0.06662702560424805;BUILT_MODEL;MathOptInterface.OPTIMAL;3.764246940612793;0.36;20.0;20.0;20;0.01243901252746582;3.77669095993042;3.777056523;false;0.101343531;3.880560058;0.098335904;./experiments_outputs/2021-06-10T02:37:09/jl_a5jejI
