instance_name;pricing_method;disabled_redundant_cut;disabled_cut_position;qt_pevars_after_preprocess;qt_cmvars_after_preprocess;qt_plates_after_preprocess;qt_pevars_restricted;qt_cmvars_restricted;qt_plates_restricted;qt_pevars_priced_restricted;qt_cmvars_priced_restricted;qt_plates_priced_restricted;qt_pevars_before_iterated;qt_cmvars_before_iterated;qt_plates_before_iterated;qt_pevars_after_iterated;qt_cmvars_after_iterated;qt_plates_after_iterated;qt_pevars_after_final;qt_cmvars_after_final;qt_plates_after_final;qt_pevars_after_pricing;qt_cmvars_after_pricing;qt_plates_after_pricing;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;build_stop_reason;had_timeout;finished;datafile
../instances/okp4;furini;false;false;33;271535;9049;33;123664;9039;33;123664;9039;33;123972;9049;33;125760;9049;33;26072;9049;33;26072;9049;16;3020;1053;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_7eFe2N
../instances/cgcut1;none;true;false;7;742;140;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;7;742;140;7;742;140;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_7gbRfK
../instances/gcut4;none;true;true;50;2963171;35176;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50;2963171;35176;50;2963171;35176;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_7wlKjp
../instances/Hchl8s;none;true;false;10;13150;896;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;13150;896;10;13150;896;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_82Y905
../instances/cgcut2;none;false;false;10;48855;2017;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;48855;2017;10;48855;2017;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_8ZVxgN
../instances/2s;none;true;true;10;52580;2017;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;52580;2017;10;52580;2017;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_99q8VG
../instances/3;none;true;true;20;38465;1860;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;38465;1860;20;38465;1860;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_9LOeKE
../instances/okp3;none;true;false;30;224281;8356;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30;224281;8356;30;224281;8356;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_9ULOex
../instances/3;none;true;false;20;33331;1860;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;33331;1860;20;33331;1860;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_9sTW0P
../instances/Hchl7s;none;false;false;40;5348838;46491;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;5348838;46491;40;5348838;46491;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_9sVqFM
../instances/STS2s;none;false;false;30;105735;3383;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30;105735;3383;30;105735;3383;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_A1Ui01
../instances/wang20;none;false;true;20;37275;1860;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;37275;1860;20;37275;1860;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_AEAe9G
../instances/OF1;furini;false;false;10;34383;2098;10;9192;1336;10;3925;1336;10;16563;2098;10;16727;2098;10;5926;2098;10;5926;2098;10;1405;518;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_BfA0kh
../instances/gcut4;none;false;true;50;2630471;35176;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50;2630471;35176;50;2630471;35176;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_Bnpd43
../instances/wang20;furini;false;false;20;32247;1860;20;10255;1065;20;4130;1065;20;23837;1860;20;23938;1860;-1;-1;-1;-1;-1;-1;-1;-1;-1;FOUND_OPTIMUM;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_BzOUpq
../instances/HH;furini;false;false;5;135620;5486;5;8914;1600;5;8883;1600;5;37084;5486;5;47652;5486;5;109873;5486;5;109873;5486;5;107104;5417;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_C4CdwD
../instances/A1;none;true;false;20;39662;2040;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;39662;2040;20;39662;2040;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_CIE4rg
../instances/gcut8;none;true;false;50;11538511;136524;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50;11538511;136524;50;11538511;136524;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_CNSais
../instances/STS4s;none;false;true;20;348367;7224;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;348367;7224;20;348367;7224;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_CPeFOd
../instances/3s;none;false;true;20;37514;1860;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;37514;1860;20;37514;1860;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_CRXO1q
../instances/gcut2;furini;false;false;20;630744;28793;20;28527;3197;20;15369;3197;20;513397;28793;20;516781;28793;20;124838;28793;20;124838;28793;18;17792;4493;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_Cb0feQ
../instances/2;none;true;false;10;49730;2017;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;49730;2017;10;49730;2017;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_ClZPLq
../instances/CHL2;none;true;true;10;57557;2348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;57557;2348;10;57557;2348;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_Ct0XPT
../instances/Hchl3s;none;true;false;10;510560;9670;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;510560;9670;10;510560;9670;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_D1wwEI
../instances/CHL6;none;true;true;30;817574;13170;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30;817574;13170;30;817574;13170;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_D9ima4
../instances/gcut12;none;false;false;50;30392392;489428;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50;30392392;489428;50;30392392;489428;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_DSsdN0
../instances/CHL2s;none;false;true;10;56303;2348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;56303;2348;10;56303;2348;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_De4a8o
../instances/cgcut1;none;false;false;7;737;140;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;7;737;140;7;737;140;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_Df0HJr
../instances/CW3;none;false;false;40;2329788;33224;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;2329788;33224;40;2329788;33224;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_DuBGQw
../instances/A4;none;true;false;20;166120;4860;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;166120;4860;20;166120;4860;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_DuJE4J
../instances/3;none;false;true;20;37514;1860;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;37514;1860;20;37514;1860;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_ElLZVS
../instances/gcut10;none;false;false;20;19521;2537;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;19521;2537;20;19521;2537;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_FSG7ut
../instances/cgcut2;none;true;true;10;52580;2017;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;52580;2017;10;52580;2017;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_Fq1oFD
../instances/okp3;none;false;false;30;223702;8356;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30;223702;8356;30;223702;8356;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_FtDFeH
../instances/cgcut3;none;false;true;20;37514;1860;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;37514;1860;20;37514;1860;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_Fu056H
../instances/CHL2s;none;true;false;10;49247;2348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;49247;2348;10;49247;2348;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_FzaoUk
../instances/CW3;none;true;false;40;2496278;33224;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;2496278;33224;40;2496278;33224;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_GRYpJv
../instances/Hchl4s;none;false;false;10;505815;9670;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;505815;9670;10;505815;9670;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_GvDlsA
../instances/gcut12;none;true;true;50;66415417;489428;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;50;66415417;489428;50;66415417;489428;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_GzxeYr
../instances/cgcut3;none;true;true;20;38465;1860;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;38465;1860;20;38465;1860;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_H4kZZA
../instances/Hchl2;none;false;false;35;765481;12594;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;35;765481;12594;35;765481;12594;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_HLcZPI
../instances/cgcut3;none;true;false;20;33331;1860;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;33331;1860;20;33331;1860;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_He6xi5
../instances/A1s;none;false;true;20;44305;2040;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;44305;2040;20;44305;2040;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_I5SN1k
../instances/A1s;none;false;false;20;38730;2040;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;38730;2040;20;38730;2040;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_IDSpvB
../instances/CW2;none;false;false;35;697017;14664;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;35;697017;14664;35;697017;14664;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_IKX7wt
../instances/okp5;none;true;false;29;358581;9506;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;29;358581;9506;29;358581;9506;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_IZ7AgJ
../instances/CHL1;none;false;true;30;546548;10402;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;30;546548;10402;30;546548;10402;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_InDLuv
../instances/gcut5;none;true;true;10;250317;25336;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10;250317;25336;10;250317;25336;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_IwaZjP
../instances/A1s;none;true;false;20;39662;2040;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;39662;2040;20;39662;2040;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_JH1Cls
../instances/A2;none;false;false;20;47287;2276;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;47287;2276;20;47287;2276;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_JNb3qM
../instances/gcut7;furini;false;false;30;2464583;100545;30;62813;7205;30;20247;7205;30;2148859;100545;30;2162792;100545;30;418900;100545;30;418900;100545;30;45666;11993;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_JZs8Cr
../instances/A3;none;true;true;20;134144;3752;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;134144;3752;20;134144;3752;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_JhsZoc
../instances/A2s;none;true;true;20;61027;2276;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;61027;2276;20;61027;2276;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_Kd0fAf
../instances/3s;none;true;true;20;38465;1860;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;20;38465;1860;20;38465;1860;BUILT_MODEL;false;true;./experiments_outputs/2020-07-06T19:05:19/jl_KmXvaR
