instance_name;pricing_method;qt_pevars_priced_restricted;qt_cmvars_priced_restricted;qt_plates_priced_restricted;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;heuristic_lb;restricted_obj_value;restricted_obj_bound;restricted_lp_stop_reason;restricted_stop_reason;solved_priced_restricted_model;enumeration_time;heuristic_lb_time;restricted_pricing_time;iterative_pricing_time;final_pricing_time;total_pricing_time;final_root_relaxation_time;final_solving_time;obj_value;solution_profit;obj_bound;total_instance_time;build_and_solve_time;run_total_time;run_ended_by_exception;had_timeout;build_stop_reason;datafile
../instances/P2_400_100_50_5;none;-1;-1;-1;2289;2981674;28745;33713.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.108238867;3.250666393;NaN;NaN;NaN;NaN;1579.39;10787.416415547;53541.0;53541.0;54918.0;NaN;10800.38585114479;10802.293986348;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_3peZdW
../instances/P3_150_150_50_5;furini;2399;602484;17244;-1;-1;-1;25334.0;31631.0;31857.0;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.048564755;1.941222788;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.292478834;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:00:34/jl_5bwN1X
../instances/P4_250_250_50_5;furini;-1;-1;-1;-1;-1;-1;58812.0;NaN;NaN;MathOptInterface.TIME_LIMIT;NOT_REACHED;false;0.221653213;2.328981594;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.615478831;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:00:34/jl_APre1Y
../instances/P2_400_100_25_5;furini;1079;505331;27022;-1;-1;-1;35925.0;49620.0;50440.0;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.097217548;2.371977462;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.395171299;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:00:34/jl_CAqyRX
../instances/P1_100_400_50_5;furini;-1;-1;-1;-1;-1;-1;46048.0;NaN;NaN;MathOptInterface.TIME_LIMIT;NOT_REACHED;false;0.166009662;2.059169154;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.384599764;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:00:34/jl_CbN47Y
../instances/P4_150_150_50_5;none;-1;-1;-1;2238;1032027;18104;23535.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.052878427;1.77786687;NaN;NaN;NaN;NaN;230.09;10794.743635154;31845.0;31845.0;32308.0;NaN;10800.185368061066;10801.033219649;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_DisFKU
../instances/P1_100_400_25_5;furini;2339;827640;30247;-1;-1;-1;44154.0;44482.0;1.4821769e7;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.109204267;1.303654489;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.305783262;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:00:34/jl_EwQ4vW
../instances/P2_400_100_25_5;none;-1;-1;-1;1079;2672987;27022;35925.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.096416475;2.386559447;NaN;NaN;NaN;NaN;965.76;10791.764021959;48832.0;48832.0;50580.0;NaN;10802.849697828293;10804.635205684;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_Fa140X
../instances/P1_100_200_25_5;furini;1504;296622;12877;-1;-1;-1;20726.0;26152.0;26565.0;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.037348568;0.852674912;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10802.042321885;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:00:34/jl_HlaKCW
../instances/P3_250_250_50_5;furini;-1;-1;-1;-1;-1;-1;66441.0;NaN;NaN;MathOptInterface.TIME_LIMIT;NOT_REACHED;false;0.238865504;2.550345681;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.537514915;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:00:34/jl_HonvtW
../instances/P2_400_100_50_5;furini;2289;932741;28745;-1;-1;-1;33713.0;53763.0;54893.0;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.105135182;3.080934429;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.443984283;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:00:34/jl_LRH7TU
../instances/P4_250_250_50_5;none;-1;-1;-1;2238;5930770;55104;58812.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.255584655;2.461432772;NaN;NaN;NaN;NaN;NaN;10779.528002259;59904.0;59904.0;8.453146e6;NaN;10802.832221984863;10806.664151423;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_LnRB2V
../instances/P1_100_400_25_5;none;-1;-1;-1;2339;2576559;30247;44154.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.109496231;1.332173616;NaN;NaN;NaN;NaN;1098.92;10789.804797182;53220.0;53220.0;54120.0;NaN;10800.418581962585;10802.10688378;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_P5YMjY
../instances/P3_150_150_50_5;none;-1;-1;-1;2399;949909;17244;25334.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.048391525;1.843381204;NaN;NaN;NaN;NaN;330.74;10796.679974763;31521.0;31521.0;31896.0;NaN;10801.708168029785;10802.443550637;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_QcTTyV
../instances/P2_200_100_50_5;none;-1;-1;-1;2956;767479;13987;20792.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.041753204;2.533990325;NaN;NaN;NaN;NaN;119.31;299.225693808;29386.0;29386.0;29386.0;304.82598126;304.4060778617859;304.957567159;false;false;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_SSMB9X
../instances/P4_150_150_50_5;furini;2238;627984;18104;-1;-1;-1;23535.0;32027.0;32331.0;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.051299302;1.705999967;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.257439863;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:00:34/jl_TqIEXY
../instances/P4_250_250_25_5;none;-1;-1;-1;1008;5166253;51783;61742.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.224263173;2.385208502;NaN;NaN;NaN;NaN;NaN;10784.128132418;63007.0;63007.0;4.052059e6;NaN;10803.547059059143;10806.93699229;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_UbVgEV
../instances/P4_150_150_25_5;none;-1;-1;-1;1008;804388;16188;25113.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.043771354;0.841565223;NaN;NaN;NaN;NaN;161.4;10796.650484034;30102.0;30102.0;31228.0;NaN;10800.261685848236;10800.929928231;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_agnYOY
../instances/P4_250_250_25_5;furini;-1;-1;-1;-1;-1;-1;61742.0;NaN;NaN;MathOptInterface.TIME_LIMIT;NOT_REACHED;false;0.208380437;2.370643682;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.458741028;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:00:34/jl_esSnlY
../instances/P2_200_100_50_5;furini;2956;373196;13987;2926;369204;12690;20792.0;29386.0;29386.0;MathOptInterface.OPTIMAL;MathOptInterface.OPTIMAL;true;0.04189157;2.528664953;1304.2600219249725;510.72768998146057;2.5877459049224854;1817.576448146;36.86;60.169916678;29386.0;29386.0;29386.0;1879.142388262;1878.8687269687653;1879.26822187;false;false;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_jkPJuX
../instances/P2_200_100_25_5;none;-1;-1;-1;2220;450931;10525;21306.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.027146598;1.06935359;NaN;NaN;NaN;NaN;25.03;4478.965028391;26413.0;26413.0;26413.0;4481.891128742;4481.541944026947;4482.05721949;false;false;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_nRcrIU
../instances/P3_150_150_25_5;furini;1169;327794;16425;1169;632966;15723;26047.0;31332.0;31332.0;MathOptInterface.OPTIMAL;MathOptInterface.OPTIMAL;true;0.039508071;0.968768693;8611.475532054901;970.4836540222168;3.3569259643554688;9585.317225664;117.97;1213.086265936;31332.0;31332.0;31715.0;NaN;10800.056850910187;10800.664608762;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_pphdrY
../instances/P2_200_100_25_5;furini;2220;169458;10525;2217;410218;10522;21306.0;26211.0;26211.0;MathOptInterface.OPTIMAL;MathOptInterface.OPTIMAL;true;0.025008009;1.078427262;9475.52979183197;166.72237014770508;1.634469985961914;9643.887284704;23.54;1155.172074961;26413.0;26413.0;26728.0;NaN;10800.0343811512;10800.492347938;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_pvpJrV
../instances/P1_100_200_50_5;none;-1;-1;-1;4177;801281;15244;23837.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.049221287;1.976150482;NaN;NaN;NaN;NaN;99.23;5642.642904224;27722.0;27722.0;27722.0;5647.869578911;5647.380825996399;5648.032194607;false;false;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_tXOgUW
../instances/P4_150_150_25_5;furini;1008;342692;16188;-1;-1;-1;25113.0;30582.0;30952.0;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.039546419;0.872694053;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.254430007;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:00:34/jl_ujjyEU
../instances/P3_250_250_25_5;furini;-1;-1;-1;-1;-1;-1;63610.0;NaN;NaN;MathOptInterface.TIME_LIMIT;NOT_REACHED;false;0.21522578;2.124546079;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.608622831;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:00:34/jl_um3vKU
../instances/P1_100_200_25_5;none;-1;-1;-1;1504;583306;12877;20726.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.028903996;0.837801213;NaN;NaN;NaN;NaN;77.05;10797.2473796;26152.0;26152.0;26617.0;NaN;10800.083457946777;10800.618222278;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_xhaKEU
../instances/P3_250_250_25_5;none;-1;-1;-1;2949;4592720;49104;63610.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.200386259;2.087144739;NaN;NaN;NaN;NaN;6474.52;10784.581310353;64568.0;64568.0;78643.0;NaN;10801.556607961655;10804.345067074;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_yQZf5V
../instances/P3_250_250_50_5;none;-1;-1;-1;3058;5708436;53987;66441.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.229991153;2.510484365;NaN;NaN;NaN;NaN;10327.45;10780.639331874;69453.0;69453.0;86370.0;NaN;10801.890814065933;10805.459160149;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:00:34/jl_zhLfUW
../instances/P1_100_200_25_2;furini;1737;276159;13473;1737;499476;13387;19827.0;25090.0;25090.0;MathOptInterface.OPTIMAL;MathOptInterface.OPTIMAL;true;0.042811518;0.988442148;4672.647018909454;676.9033169746399;1.9812312126159668;5351.532290197;88.73;5447.183423403;25090.0;25090.0;25403.0;NaN;10799.974672079086;10801.811274311;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_0IkAey
../instances/P3_250_250_50_2;furini;-1;-1;-1;-1;-1;-1;61773.0;NaN;NaN;MathOptInterface.TIME_LIMIT;NOT_REACHED;false;0.252683274;2.369819417;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.602088404;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:58:36/jl_1tjsYz
../instances/P2_200_100_50_2;none;-1;-1;-1;4007;791635;14643;21294.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.046409855;1.80790025;NaN;NaN;NaN;NaN;108.16;441.962032049;27801.0;27801.0;27801.0;446.85502905;446.44625997543335;447.001091568;false;false;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_34FMYw
../instances/P3_150_150_50_2;furini;3902;570862;17007;-1;-1;-1;26329.0;30846.0;31110.0;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.052417779;2.331250718;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.296285657;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:58:36/jl_36lDmz
../instances/P3_250_250_25_2;none;-1;-1;-1;2056;5202039;52054;61721.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.224162726;2.884102857;NaN;NaN;NaN;NaN;8115.31;10781.745699718;63646.0;63646.0;73316.0;NaN;10801.795559883118;10804.95297165;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_4XWDMA
../instances/P1_100_200_50_2;none;-1;-1;-1;4121;709273;14641;20614.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.046752898;1.815587856;NaN;NaN;NaN;NaN;90.6;455.450478933;26276.0;26276.0;26276.0;460.096081773;459.70913004875183;460.220388999;false;false;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_6iGkfy
../instances/P2_400_100_50_2;none;-1;-1;-1;3654;2863783;28507;37981.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.120317787;3.327276688;NaN;NaN;NaN;NaN;1601.61;10787.80972574;54768.0;54768.0;55181.0;NaN;10800.40122294426;10802.245059164;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_9IYCCz
../instances/P4_250_250_50_2;furini;-1;-1;-1;-1;-1;-1;65371.0;NaN;NaN;MathOptInterface.TIME_LIMIT;NOT_REACHED;false;0.254723544;2.812390451;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.647722026;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:58:36/jl_CF84XA
../instances/P1_100_400_50_2;furini;-1;-1;-1;-1;-1;-1;40286.0;NaN;NaN;MathOptInterface.TIME_LIMIT;NOT_REACHED;false;0.146435712;1.952388981;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.367751427;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:58:36/jl_EIqLHz
../instances/P2_200_100_25_2;furini;1904;215919;13252;1904;358518;10979;20277.0;25244.0;25244.0;MathOptInterface.OPTIMAL;MathOptInterface.OPTIMAL;true;0.037810611;1.281859014;970.4551508426666;441.59000611305237;2.089827060699463;1414.135813007;28.68;419.095133558;25413.0;25413.0;25413.0;1834.482291159;1834.248990058899;1834.62922171;false;false;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_EcWNAz
../instances/P4_150_150_50_2;furini;2770;682395;19235;-1;-1;-1;25810.0;32302.0;32434.0;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.059984134;2.008749519;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.285842748;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:58:36/jl_EyUnaz
../instances/P4_250_250_25_2;furini;-1;-1;-1;-1;-1;-1;59113.0;NaN;NaN;MathOptInterface.TIME_LIMIT;NOT_REACHED;false;0.247878813;4.189833186;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.55426028;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:58:36/jl_HC9H6w
../instances/P4_150_150_50_2;none;-1;-1;-1;2770;1147199;19235;25810.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.060905315;1.99596053;NaN;NaN;NaN;NaN;226.38;10304.596825112;32317.0;32317.0;32317.0;10311.268111639;10310.603814125061;10311.465051856;false;false;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_OYddeA
../instances/P2_200_100_25_2;none;-1;-1;-1;1904;610258;13252;20277.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.033281133;1.213326613;NaN;NaN;NaN;NaN;72.18;653.891863722;25413.0;25413.0;25413.0;657.655950797;657.3221139907837;657.785399733;false;false;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_QPewLA
../instances/P4_150_150_25_2;none;-1;-1;-1;1466;975323;17995;23564.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.049824414;1.304664818;NaN;NaN;NaN;NaN;219.2;5200.066706594;30687.0;30687.0;30687.0;5205.385439705;5204.868936777115;5205.56813232;false;false;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_QrhV0w
../instances/P3_250_250_50_2;none;-1;-1;-1;4178;5702484;54044;61773.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.221250933;2.310286938;NaN;NaN;NaN;NaN;10421.31;10780.206334546;62772.0;62772.0;82644.0;NaN;10801.95738196373;10805.553787838;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_S39GDx
../instances/P1_100_200_50_2;furini;4121;460893;14641;4069;184754;12824;20614.0;26276.0;26276.0;MathOptInterface.OPTIMAL;MathOptInterface.OPTIMAL;true;0.050640422;1.871109509;1488.6410930156708;850.1505279541016;2.271634817123413;2341.064125704;36.7;68.430787973;26276.0;26276.0;26276.0;2410.213256594;2410.086822986603;2410.387711605;false;false;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_V7vrOz
../instances/P1_100_200_25_2;none;-1;-1;-1;1737;583105;13473;19827.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.037825348;0.955307792;NaN;NaN;NaN;NaN;86.69;10797.108534676;25090.0;25090.0;25389.0;NaN;10800.12612605095;10800.61665317;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_VkOfGx
../instances/P4_250_250_50_2;none;-1;-1;-1;2770;6349491;57235;65371.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.231108278;2.851106279;NaN;NaN;NaN;NaN;9363.24;10777.685904824;67675.0;67675.0;87314.0;NaN;10802.141423940659;10806.229280797;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_ZtfzdA
../instances/P1_100_400_25_2;furini;-1;-1;-1;-1;-1;-1;37199.0;NaN;NaN;MathOptInterface.TIME_LIMIT;NOT_REACHED;false;0.132757339;1.057603569;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.713957219;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:58:36/jl_bR3LDA
../instances/P1_100_400_50_2;none;-1;-1;-1;4121;3148994;32641;40286.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.151896715;1.844705728;NaN;NaN;NaN;NaN;1252.36;10787.719721489;40440.0;40440.0;51754.0;NaN;10800.531840085983;10802.514864139;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_cSOHxx
../instances/P2_400_100_25_2;furini;1760;606647;26438;-1;-1;-1;39115.0;48312.0;49268.0;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.091070695;1.967998696;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.334291612;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:58:36/jl_d7vYuz
../instances/P2_400_100_25_2;none;-1;-1;-1;1760;2525075;26438;39115.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.092688864;1.882667814;NaN;NaN;NaN;NaN;1080.37;10790.4342245;48542.0;48542.0;49315.0;NaN;10800.453127145767;10802.201002824;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_eWJzdz
../instances/P3_150_150_25_2;none;-1;-1;-1;1810;736341;15438;23451.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.037384322;1.167054726;NaN;NaN;NaN;NaN;152.6;10796.334617913;29196.0;29196.0;29965.0;NaN;10800.12130689621;10800.755438991;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_fPL1Cy
../instances/P3_150_150_50_2;none;-1;-1;-1;3902;901011;17007;26329.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.050428334;2.18538693;NaN;NaN;NaN;NaN;168.67;10794.873974411;30884.0;30884.0;31008.0;NaN;10800.136338949203;10800.802352576;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_fYsx7x
../instances/P1_100_400_25_2;none;-1;-1;-1;1737;2793850;31077;37199.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.12271064;1.019492123;NaN;NaN;NaN;NaN;2119.15;10789.736162537;41275.0;41275.0;47091.0;NaN;10800.436408996582;10802.252912533;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_ffHVkA
../instances/P3_250_250_25_2;furini;-1;-1;-1;-1;-1;-1;61721.0;NaN;NaN;MathOptInterface.TIME_LIMIT;NOT_REACHED;false;0.247082794;2.984930387;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.387468681;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:58:36/jl_jDSWlB
../instances/P4_150_150_25_2;furini;1466;398730;17995;-1;-1;-1;23564.0;30576.0;30786.0;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.04718002;1.378735214;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.233750586;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:58:36/jl_joBCqA
../instances/P4_250_250_25_2;none;-1;-1;-1;1466;5828256;55195;59113.0;NaN;NaN;NOT_REACHED;NOT_REACHED;false;0.233474831;4.227750957;NaN;NaN;NaN;NaN;NaN;10780.655688607;60211.0;60211.0;5.906187e6;NaN;10804.667636871338;10808.324087636;true;true;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_kbGtlz
../instances/P3_150_150_25_2;furini;1810;369694;15438;-1;-1;-1;23451.0;29345.0;29906.0;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.039023197;1.242009345;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.363024689;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:58:36/jl_oe330x
../instances/P2_200_100_50_2;furini;4007;409890;14643;3484;145568;8005;21294.0;27801.0;27801.0;MathOptInterface.OPTIMAL;MathOptInterface.OPTIMAL;true;0.047953806;2.034848587;976.8969609737396;839.6446690559387;2.614914894104004;1819.157484949;6.5;160.290222261;27801.0;27801.0;27801.0;1980.09328467;1979.9873909950256;1980.283317317;false;false;BUILT_MODEL;./experiments_outputs/2020-07-28T05:58:36/jl_pxTM5x
../instances/P2_400_100_50_2;furini;3654;887261;28507;-1;-1;-1;37981.0;54821.0;55183.0;MathOptInterface.OPTIMAL;MathOptInterface.TIME_LIMIT;false;0.114257125;3.386937646;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10800.326848268;true;true;NOT_REACHED;./experiments_outputs/2020-07-28T05:58:36/jl_sKyl7y
