instance_name;pricing_method;round2disc;mip_start;purge_disabled;faithful;build_and_solve_time;total_instance_time;final_pricing_time;iterated_pricing_time;restricted_pricing_time;heuristic_lb_time;enumeration_time;total_pricing_time;final_root_relaxation_time;final_solving_time;qt_pevars_after_preprocess;qt_cmvars_after_preprocess;qt_plates_after_preprocess;qt_pevars_after_pricing;qt_cmvars_after_pricing;qt_plates_after_pricing;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;run_total_time;solution_profit;run_ended_by_exception;had_timeout;build_stop_reason;datafile
../instances/Hchl9;furini;true;guaranteed;true;false;6.788257122039795;6.79546964;0.09898805618286133;1.754828929901123;4.750783920288086;0.668373143;0.005896762;6.604693025;0.13;0.153707535;4171;32727;2378;4171;7932;2378;-1;-1;-1;6.899036306;5240.0;false;false;BUILT_MODEL;./experiments_outputs/2020-08-03T14:56:36/jl_KBQUDd
../instances/cgcut1;furini;true;guaranteed;true;false;0.27707600593566895;0.277450602;NaN;0.004528045654296875;0.25374484062194824;0.245530099;0.000173303;0.25848122;NaN;NaN;10;475;110;-1;-1;-1;-1;-1;-1;0.375999653;244.0;false;false;FOUND_OPTIMUM;./experiments_outputs/2020-08-03T14:56:36/jl_KBoRhg
../instances/STS2;none;true;guaranteed;false;false;2.1499831676483154;2.163661215;NaN;NaN;NaN;0.732507647;0.002643027;NaN;0.84;1.338453981;3809;24132;2047;3809;24132;2047;3809;24132;2047;2.262718623;4620.0;false;false;BUILT_MODEL;./experiments_outputs/2020-08-03T14:56:36/jl_KUj6wf
../instances/CHL2;none;true;guaranteed;false;false;0.4943268299102783;0.496989274;NaN;NaN;NaN;0.284808976;0.001001212;NaN;0.07;0.170846243;633;3768;678;633;3768;678;633;3768;678;0.595189428;2326.0;false;false;BUILT_MODEL;./experiments_outputs/2020-08-03T14:56:36/jl_KpN8Ec
../instances/A4;furini;true;guaranteed;false;false;7.46456503868103;7.470686535;0.08659911155700684;1.9153270721435547;4.81517481803894;0.491956644;0.00568704;6.817192732;0.38;0.600421291;1723;29762;2402;1723;13343;2402;1558;8436;1806;7.575267115;6179.0;false;false;BUILT_MODEL;./experiments_outputs/2020-08-03T14:56:36/jl_L0Wqlc
../instances/STS2s;furini;true;guaranteed;true;false;3.2350120544433594;3.239766915;0.0746619701385498;0.7717978954315186;2.343451976776123;0.811940032;0.002673345;3.189982976;0.03;0.038131981;3809;24132;2047;3809;3710;2047;-1;-1;-1;3.342497281;4653.0;false;false;BUILT_MODEL;./experiments_outputs/2020-08-03T14:56:36/jl_L2VTGd
../instances/cgcut2;none;true;expected;false;false;0.20611214637756348;0.210029799;NaN;NaN;NaN;NaN;0.000599216;NaN;0.1;0.187826108;325;6195;741;325;6195;741;325;6195;741;0.30539223;2892.0;false;false;BUILT_MODEL;./experiments_outputs/2020-08-03T14:56:36/jl_LU6iWc
../instances/A5;none;true;guaranteed;false;false;5.983106851577759;6.007423496;NaN;NaN;NaN;0.659255312;0.010768223;NaN;2.74;5.156152149;2054;47529;3469;2054;47529;3469;2054;47529;3469;6.107772829;12985.0;false;false;BUILT_MODEL;./experiments_outputs/2020-08-03T14:56:36/jl_LW1Grd
../instances/3s;furini;true;guaranteed;false;false;0.6544299125671387;0.654725898;NaN;0.01906585693359375;0.6137290000915527;0.563247688;0.000827205;0.633007102;NaN;NaN;666;1789;446;-1;-1;-1;-1;-1;-1;0.753226047;2721.0;false;false;FOUND_OPTIMUM;./experiments_outputs/2020-08-03T14:56:36/jl_LhSoBc
../instances/CHL2;none;true;expected;false;false;0.2081751823425293;0.229706925;NaN;NaN;NaN;NaN;0.0009978;NaN;0.07;0.170819293;633;3768;678;633;3768;678;633;3768;678;0.3256991;2326.0;false;false;BUILT_MODEL;./experiments_outputs/2020-08-03T14:56:36/jl_MFFf2f
