instance_name;pricing_method;disabled_redundant_cut;disabled_cut_position;pricing_time;total_instance_time;qt_piece_types;qt_cmvars_pre_pricing;qt_plates_pre_pricing;qt_cmvars_pre_purge;qt_plates_pre_purge;qt_cmvars_pos_purge;qt_plates_pos_purge;finished;datafile
../instances/W;none;true;true;NaN;0.177851805;20;38465;1860;38465;1860;38465;1860;true;./experiments_outputs/2020-05-29T21:37:37/jl_hvkylu
../instances/CW3;none;true;false;NaN;18.260898029;40;2496278;33224;2496278;33224;2496278;33224;true;./experiments_outputs/2020-05-29T21:37:37/jl_hw0vZM
../instances/gcut8;none;false;false;NaN;77.348794382;50;9762668;136524;9762668;136524;9762668;136524;true;./experiments_outputs/2020-05-29T21:37:37/jl_i3QkXH
../instances/3;furini;false;false;2.468659648;2.669429881;20;32395;1860;11296;1860;8425;1393;true;./experiments_outputs/2020-05-30T23:26:05/jl_iFxjRL
../instances/STS2;none;false;false;NaN;0.585886607;30;105735;3383;105735;3383;105735;3383;true;./experiments_outputs/2020-05-29T21:37:37/jl_iVKMAc
../instances/okp3;none;true;false;NaN;1.474753641;30;224281;8356;224281;8356;224281;8356;true;./experiments_outputs/2020-05-29T21:37:37/jl_if4MFI
../instances/STS2;none;false;true;NaN;0.625833682;30;116893;3383;116893;3383;116893;3383;true;./experiments_outputs/2020-05-29T21:37:37/jl_ioxs9Q
../instances/A2;none;false;false;NaN;0.22550186;20;47287;2276;47287;2276;47287;2276;true;./experiments_outputs/2020-05-29T21:37:37/jl_j0htZ4
../instances/3s;none;true;true;NaN;0.175441101;20;38465;1860;38465;1860;38465;1860;true;./experiments_outputs/2020-05-29T21:37:37/jl_jQ24p3
../instances/okp1;none;true;false;NaN;1.664875305;15;250982;7947;250982;7947;250982;7947;true;./experiments_outputs/2020-05-29T21:37:37/jl_jlu6zs
../instances/okp5;furini;false;false;480.867153448;482.884736592;29;358577;9506;49352;9506;2247;691;true;./experiments_outputs/2020-05-30T23:26:05/jl_juJdE2
../instances/cgcut2;none;false;false;NaN;0.237082242;10;48855;2017;48855;2017;48855;2017;true;./experiments_outputs/2020-05-29T21:37:37/jl_k6xpRE
../instances/CHL1;none;false;true;NaN;3.445007048;30;546548;10402;546548;10402;546548;10402;true;./experiments_outputs/2020-05-29T21:37:37/jl_kRZcr3
../instances/gcut11;none;false;false;NaN;178.954030714;30;18863246;400070;18863246;400070;18863246;400070;true;./experiments_outputs/2020-05-29T21:37:37/jl_kVcEok
../instances/CHL7;furini;false;false;809.7174650540001;815.012941161;35;772618;12594;177332;12594;80521;7473;true;./experiments_outputs/2020-05-30T23:26:05/jl_kjr5aG
../instances/HH;none;false;false;NaN;0.81343434;5;135620;5486;135620;5486;135620;5486;true;./experiments_outputs/2020-05-29T21:37:37/jl_kycfBK
../instances/3s;furini;false;false;1.9747163060000001;2.164188892;20;32395;1860;3427;1860;301;212;true;./experiments_outputs/2020-05-30T23:26:05/jl_lJIcoe
../instances/Hchl6s;none;false;true;NaN;33.639395684;22;4650487;44593;4650487;44593;4650487;44593;true;./experiments_outputs/2020-05-29T21:37:37/jl_lO4o6h
../instances/CW2;none;true;false;NaN;5.032174754;35;737310;14664;737310;14664;737310;14664;true;./experiments_outputs/2020-05-29T21:37:37/jl_lWwx0w
../instances/gcut5;none;true;false;NaN;1.02545474;10;174447;24470;174447;24470;174447;24470;true;./experiments_outputs/2020-05-29T21:37:37/jl_lg6lTf
../instances/gcut2;furini;false;false;62.087462956;65.639529054;20;630744;28793;118791;28793;20095;4950;true;./experiments_outputs/2020-05-30T23:26:05/jl_lgA2kE
../instances/okp3;none;false;true;NaN;1.676556123;30;260154;8356;260154;8356;260154;8356;true;./experiments_outputs/2020-05-29T21:37:37/jl_lpyp6F
../instances/Hchl2;none;false;false;NaN;4.708652645;35;765481;12594;765481;12594;765481;12594;true;./experiments_outputs/2020-05-29T21:37:37/jl_m8Xp4t
../instances/Hchl6s;none;true;true;NaN;33.584005918;22;4730207;44593;4730207;44593;4730207;44593;true;./experiments_outputs/2020-05-29T21:37:37/jl_mPXk9F
../instances/cgcut3;none;false;true;NaN;0.177960867;20;37514;1860;37514;1860;37514;1860;true;./experiments_outputs/2020-05-29T21:37:37/jl_mXMdbd
../instances/STS2s;none;false;false;NaN;0.59298754;30;105735;3383;105735;3383;105735;3383;true;./experiments_outputs/2020-05-29T21:37:37/jl_miaGFJ
../instances/STS4;furini;false;false;104.15091478500001;106.118118615;20;332980;7224;35444;7224;11762;3065;true;./experiments_outputs/2020-05-30T23:26:05/jl_mqZft7
../instances/Hchl4s;none;false;false;NaN;3.162363983;10;505815;9670;505815;9670;505815;9670;true;./experiments_outputs/2020-05-29T21:37:37/jl_mt6myw
../instances/gcut3;none;false;true;NaN;10.112409227;30;1622251;32681;1622251;32681;1622251;32681;true;./experiments_outputs/2020-05-29T21:37:37/jl_mwMtfW
../instances/gcut8;none;true;true;NaN;128.267474724;50;16329875;136524;16329875;136524;16329875;136524;true;./experiments_outputs/2020-05-29T21:37:37/jl_n9qdMl
../instances/Hchl7s;none;false;true;NaN;38.863716376;40;5657441;46491;5657441;46491;5657441;46491;true;./experiments_outputs/2020-05-29T21:37:37/jl_nYpRdL
../instances/Hchl6s;furini;false;false;NaN;NaN;-1;4202385;44593;-1;-1;-1;-1;false;./experiments_outputs/2020-05-30T23:26:05/jl_nfVfrU
../instances/STS4s;none;false;true;NaN;2.219904004;20;348367;7224;348367;7224;348367;7224;true;./experiments_outputs/2020-05-29T21:37:37/jl_ni1fHx
../instances/gcut4;none;true;false;NaN;13.635141906;50;2258166;35176;2258166;35176;2258166;35176;true;./experiments_outputs/2020-05-29T21:37:37/jl_nrgyMY
../instances/CHL1s;none;true;true;NaN;3.521256836;30;548989;10402;548989;10402;548989;10402;true;./experiments_outputs/2020-05-29T21:37:37/jl_oBb9tx
../instances/A2s;none;true;true;NaN;0.281249513;20;61027;2276;61027;2276;61027;2276;true;./experiments_outputs/2020-05-29T21:37:37/jl_oXFfaH
../instances/gcut2;none;false;true;NaN;5.870021283;20;972569;28793;972569;28793;972569;28793;true;./experiments_outputs/2020-05-29T21:37:37/jl_ofiitc
../instances/gcut1;none;false;true;NaN;0.169796765;10;35029;4429;35029;4429;35029;4429;true;./experiments_outputs/2020-05-29T21:37:37/jl_p3GBAK
../instances/gcut12;none;true;true;NaN;836.752435595;50;66415417;489428;66415417;489428;66415417;489428;true;./experiments_outputs/2020-05-29T21:37:37/jl_pLmLPI
../instances/2;none;true;true;NaN;0.251314075;10;52580;2017;52580;2017;52580;2017;true;./experiments_outputs/2020-05-29T21:37:37/jl_pbMlz0
../instances/Hchl4s;furini;false;false;2037.095148518;2041.563743971;10;505815;9670;377911;9670;368376;9530;true;./experiments_outputs/2020-05-30T23:26:05/jl_pbj1hG
../instances/W;furini;false;false;1.8815335340000001;2.041836624;20;32247;1860;3358;1860;177;136;true;./experiments_outputs/2020-05-30T23:26:05/jl_pjQQAc
../instances/okp5;none;true;false;NaN;2.252247089;29;358581;9506;358581;9506;358581;9506;true;./experiments_outputs/2020-05-29T21:37:37/jl_qEBYvj
../instances/Hchl7s;none;true;false;NaN;37.974643305;40;5412573;46491;5412573;46491;5412573;46491;true;./experiments_outputs/2020-05-29T21:37:37/jl_qMQR1A
../instances/okp2;none;false;false;NaN;1.777212324;30;262102;9506;262102;9506;262102;9506;true;./experiments_outputs/2020-05-29T21:37:37/jl_qbcFYk
../instances/OF2;none;false;true;NaN;0.176388793;10;36527;2110;36527;2110;36527;2110;true;./experiments_outputs/2020-05-29T21:37:37/jl_qoeVcD
../instances/gcut7;none;false;false;NaN;17.447439291;30;2464583;100545;2464583;100545;2464583;100545;true;./experiments_outputs/2020-05-29T21:37:37/jl_rHCiri
../instances/2s;none;false;false;NaN;0.244670564;10;48855;2017;48855;2017;48855;2017;true;./experiments_outputs/2020-05-29T21:37:37/jl_rr0jAC
../instances/STS4s;none;true;false;NaN;2.094342402;20;337183;7224;337183;7224;337183;7224;true;./experiments_outputs/2020-05-29T21:37:37/jl_s3NMPY
../instances/wang20;none;true;true;NaN;0.290286329;20;38465;1860;38465;1860;38465;1860;true;./experiments_outputs/2020-05-29T21:37:37/jl_siiIGt
../instances/CW1;furini;false;false;29.757873954;32.065338299;25;338989;8407;120011;8407;107541;7700;true;./experiments_outputs/2020-05-30T23:26:05/jl_t2dmSN
../instances/Hchl9;none;false;false;NaN;0.691977443;35;118571;3666;118571;3666;118571;3666;true;./experiments_outputs/2020-05-29T21:37:37/jl_tURWsk
../instances/gcut3;none;true;false;NaN;7.96429774;30;1312786;32681;1312786;32681;1312786;32681;true;./experiments_outputs/2020-05-29T21:37:37/jl_tX16Qm
../instances/CU2;none;false;true;NaN;6.228932989;35;905100;16068;905100;16068;905100;16068;true;./experiments_outputs/2020-05-29T21:37:37/jl_tYjk0f
../instances/Hchl9;furini;false;false;27.557580071;28.224091135;35;118571;3666;19483;3666;10845;2280;true;./experiments_outputs/2020-05-30T23:26:05/jl_tjpYi8
../instances/CW3;none;false;true;NaN;20.003954463;40;2644210;33224;2644210;33224;2644210;33224;true;./experiments_outputs/2020-05-29T21:37:37/jl_tktZBV
../instances/Hchl9;none;true;true;NaN;0.6627682;35;130703;3666;130703;3666;130703;3666;true;./experiments_outputs/2020-05-29T21:37:37/jl_ur7L27
../instances/gcut8;none;false;true;NaN;107.366090792;50;14065634;136524;14065634;136524;14065634;136524;true;./experiments_outputs/2020-05-29T21:37:37/jl_vDHsVj
../instances/gcut10;none;false;false;NaN;0.124330534;20;19521;2537;19521;2537;19521;2537;true;./experiments_outputs/2020-05-29T21:37:37/jl_veywI4
../instances/gcut6;furini;false;false;30.382141459000003;36.258068124;20;998392;73814;250560;73814;22948;6337;true;./experiments_outputs/2020-05-30T23:26:05/jl_vsLwfW
../instances/okp4;furini;false;false;244.209623128;245.839538021;33;271535;9049;26208;9049;2994;1055;true;./experiments_outputs/2020-05-30T23:26:05/jl_w0xgDy
../instances/CHL2s;furini;false;false;4.273533328;4.578809679;10;48113;2348;18416;2348;15456;2043;true;./experiments_outputs/2020-05-30T23:26:05/jl_w1DKid
../instances/3;none;false;false;NaN;0.160633074;20;32395;1860;32395;1860;32395;1860;true;./experiments_outputs/2020-05-29T21:37:37/jl_w5HpSS
../instances/A3;none;false;false;NaN;0.637446277;20;115152;3752;115152;3752;115152;3752;true;./experiments_outputs/2020-05-29T21:37:37/jl_wRvNbk
../instances/gcut7;none;false;true;NaN;23.377695764;30;3846460;100800;3846460;100800;3846460;100800;true;./experiments_outputs/2020-05-29T21:37:37/jl_we42XF
../instances/gcut5;none;false;false;NaN;1.099445562;10;171502;24470;171502;24470;171502;24470;true;./experiments_outputs/2020-05-29T21:37:37/jl_xCj26v
../instances/cgcut1;none;false;false;NaN;0.009385291;7;737;140;737;140;737;140;true;./experiments_outputs/2020-05-29T21:37:37/jl_xNAGG9
../instances/okp4;none;false;true;NaN;1.982316693;33;287601;9049;287601;9049;287601;9049;true;./experiments_outputs/2020-05-29T21:37:37/jl_xrMAxl
../instances/Hchl7s;furini;false;false;NaN;NaN;-1;5348838;46491;-1;-1;-1;-1;false;./experiments_outputs/2020-05-30T23:26:05/jl_y8STOj
../instances/A1s;furini;false;false;2.7271156960000003;2.924737088;20;38730;2040;2782;2040;102;112;true;./experiments_outputs/2020-05-30T23:26:05/jl_yXZURr
../instances/cgcut3;none;true;false;NaN;0.161122764;20;33331;1860;33331;1860;33331;1860;true;./experiments_outputs/2020-05-29T21:37:37/jl_ybKzCs
../instances/CHL1s;none;true;false;NaN;3.179640311;30;521599;10402;521599;10402;521599;10402;true;./experiments_outputs/2020-05-29T21:37:37/jl_yzDzRo
../instances/CHL6;none;true;true;NaN;5.407215351;30;817574;13170;817574;13170;817574;13170;true;./experiments_outputs/2020-05-29T21:37:37/jl_z1drjG
../instances/A2;none;true;false;NaN;0.2354937;20;49755;2276;49755;2276;49755;2276;true;./experiments_outputs/2020-05-29T21:37:37/jl_z553UR
../instances/A2s;furini;false;false;3.079567835;3.31583161;20;47287;2276;5799;2276;457;290;true;./experiments_outputs/2020-05-30T23:26:05/jl_zYNnoO
../instances/gcut8;none;true;false;NaN;89.387127505;50;11538511;136524;11538511;136524;11538511;136524;true;./experiments_outputs/2020-05-29T21:37:37/jl_zbFPxS
