instance_name;round2disc;faithful;threads;seed;build_and_solve_time;total_instance_time;enumeration_time;rnr_solved_by_simplex;rnr_solved_by_primal;rnr_solved_by_dual;final_root_relaxation_time;final_root_relaxation_value;final_solving_time;qt_pevars_after_preprocess;qt_cmvars_after_preprocess;qt_plates_after_preprocess;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;run_total_time;solution_profit;solution_value;run_ended_by_exception;had_timeout;build_stop_reason;datafile
../instances/CW2;false;true;12;1;148.12531089782715;148.513237055;0.078041919;false;false;false;48.91;11.3711257;146.02637047;35;697017;14664;35;697017;14664;148.639820664;-1;12;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_SrcgJu
../instances/Hchl6s;false;true;12;1;10800.781994104385;NaN;0.484539494;false;false;false;6323.04;4.21800829;10787.577481922;22;4202385;44593;22;4202385;44593;10803.372120987;-1;16;true;true;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_TT7xmu
../instances/HH;false;true;12;1;5.577960014343262;5.657890021;0.007367995;false;false;false;4.58;1.1277666;5.153402836;5;135620;5486;5;135620;5486;5.761274255;-1;2;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_V70lny
../instances/3;false;true;12;1;0.6820909976959229;0.70313737;0.002513869;true;true;false;0.15;22.5;0.573632845;20;32395;1860;20;32395;1860;0.804776474;-1;23;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_VRNk2w
../instances/W;false;true;12;1;2.238935947418213;2.260774651;0.002263746;true;true;false;0.27;22.5;2.139816436;20;32247;1860;20;32247;1860;2.365584685;-1;23;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_Vbpp1x
../instances/Hchl9;false;true;1;1;15.537889003753662;15.60350211;0.007819671;false;false;false;10.44;9.26658112;15.157926338;35;118571;3666;35;118571;3666;15.70474682;-1;10;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_Vtro2w
../instances/A1;false;true;12;1;2.311884880065918;2.34509024;0.00328441;true;true;false;0.32;22.5;2.121732416;20;38730;2040;20;38730;2040;2.945530943;-1;23;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_XHqFyx
../instances/CU2;false;true;12;1;168.2702431678772;168.668424597;0.090852821;false;false;false;119.87;13.50742;166.096245093;35;716679;16068;35;716679;16068;168.794381902;-1;14;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_Xv08cu
../instances/CHL2;false;true;12;1;1.5262207984924316;1.553900349;0.002892053;false;false;false;1.11;2.17572944;1.392773586;10;48113;2348;10;48113;2348;1.661780196;-1;3;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_Xzl5Yw
../instances/CHL2;false;true;1;1;2.6144580841064453;2.639251907;0.002816295;false;false;false;2.21;2.17572944;2.47505493;10;48113;2348;10;48113;2348;2.746114303;-1;3;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_Y3xsqw
../instances/CHL1;false;true;12;1;269.5955090522766;269.906045876;0.03823697;false;false;false;62.31;4.98376627;267.969251076;30;519161;10402;30;519161;10402;270.022844756;-1;6;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_YnZd8v
../instances/HH;false;true;1;1;13.556139945983887;13.630739535;0.007180501;false;false;false;12.68;1.1277666;13.142679069;5;135620;5486;5;135620;5486;13.732105716;-1;2;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_YwJ44w
../instances/2;false;true;1;1;2.5415849685668945;2.573366564;0.002473529;false;false;false;1.55;1.5650457;2.397777766;10;48855;2017;10;48855;2017;2.675834174;-1;2;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_ZOgEey
../instances/A3;false;true;1;1;10.557223081588745;10.615915323;0.006542303;false;false;false;6.08;6.90515734;10.189719692;20;115152;3752;20;115152;3752;10.717077387;-1;7;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_b0QXlv
../instances/A4;false;true;1;1;78.12703394889832;78.218956919;0.010328333;false;false;false;9.42;3.99687294;77.615812097;20;165154;4860;20;165154;4860;78.321199882;-1;5;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_bnEZIw
../instances/CU2;false;true;1;1;354.7211129665375;355.091893738;0.088807215;false;false;false;328.15;13.5074201;352.426666834;35;716679;16068;35;716679;16068;355.209898616;-1;14;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_cYJO3x
../instances/CW3;false;true;1;1;10584.464199781418;10585.707167069;0.314492982;false;false;false;5614.9;14.7407892;10577.467277663;40;2329788;33224;40;2329788;33224;10585.913252531;-1;15;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_djaCOw
../instances/CU1;false;true;12;1;16.146039962768555;16.296537551;0.019484448;false;false;false;10.33;11.034062;15.217504036;25;261418;7700;25;261418;7700;16.402614343;-1;12;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_eaBXiu
../instances/CHL7;false;true;1;1;542.3720619678497;542.774344053;0.056451838;false;false;false;226.04;5.07082452;539.91531234;35;772618;12594;35;772618;12594;542.895822798;-1;6;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_fH4Plw
../instances/STS2;false;true;1;1;6.29653787612915;6.359752311;0.007033398;false;false;false;4.26;11.0953582;5.965770944;30;105735;3383;30;105735;3383;6.458568872;-1;12;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_g3yLYu
../instances/CHL6;false;true;1;1;358.2887849807739;358.684119035;0.059270551;false;false;false;207.9;4.79387819;355.820608094;30;776048;13170;30;776048;13170;358.806192069;-1;5;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_haaHTu
../instances/Hchl4s;false;true;12;1;352.6291558742523;352.9182855;0.029956068;false;false;false;27.91;1.70347783;350.887191687;10;505815;9670;10;505815;9670;353.03221333;-1;2;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_hbHh9x
../instances/W;false;true;1;1;1.17079496383667;1.19145853;0.002270019;false;false;false;0.69;22.5;1.072163733;20;32247;1860;20;32247;1860;1.292894955;-1;23;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_hsM0Aw
../instances/CHL6;false;true;12;1;1460.6910798549652;1461.115131265;0.061093391;false;false;false;59.51;4.79387819;1458.366514034;30;776048;13170;30;776048;13170;1461.235798024;-1;5;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_i5YJxu
../instances/A2;false;true;12;1;1.6294479370117188;1.658662925;0.003820878;true;true;false;0.58;11.14286;1.483410977;20;47287;2276;20;47287;2276;1.764063331;-1;12;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_isFxyv
../instances/A5;false;true;12;1;755.1603479385376;755.41963116;0.035543957;false;false;false;58.47;3.72311764;753.624769026;20;469398;10402;20;469398;10402;755.535394739;-1;4;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_jIfldu
../instances/A4;false;true;12;1;20.70580506324768;20.805109602;0.01067319;false;false;false;4.04;3.99687294;20.228464098;20;165154;4860;20;165154;4860;20.913638869;-1;5;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_jaLk2w
../instances/Hchl8s;false;true;1;1;0.7081801891326904;0.716154787;0.000904456;false;false;false;0.36;0.996093257;0.654865101;10;13149;896;10;13149;896;0.81656526;-1;2;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_kUdQrx
../instances/CW2;false;true;1;1;211.13546705245972;211.498919099;0.076906276;false;false;false;185.15;11.3711256;208.89854724;35;697017;14664;35;697017;14664;211.617709314;-1;12;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_mZWUiy
../instances/OF1;false;true;1;1;10800.012281894684;NaN;0.002258545;false;false;false;1.17;2.88059825;10799.900778086;10;34383;2098;10;34383;2098;10800.178383724;-1;4;true;true;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_oOXhLv
../instances/CW1;false;true;1;1;129.27627301216125;129.457663572;0.027129144;false;false;false;87.51;8.66103134;128.085078314;25;338989;8407;25;338989;8407;129.564292477;-1;9;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_pCvrUv
../instances/STS2;false;true;12;1;3.812570095062256;3.88241357;0.007996802;false;false;false;1.84;11.0953581;3.472257975;30;105735;3383;30;105735;3383;3.985206283;-1;12;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_szeKUx
../instances/STS4;false;true;1;1;52.81688904762268;52.983850119;0.019032696;false;false;false;38.95;4.48342554;51.637392412;20;332980;7224;20;332980;7224;53.090505537;-1;5;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_tVs8Iv
../instances/OF2;false;true;1;1;5.780194997787476;5.796642085;0.002171638;false;false;false;0.64;3.44117647;5.67536774;10;31632;2110;10;31632;2110;5.896701585;-1;4;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_w8VXUw
../instances/STS4;false;true;12;1;954.3801870346069;954.558000345;0.02071019;false;false;false;15.92;4.48342557;953.171892304;20;332980;7224;20;332980;7224;954.74553963;-1;5;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_w9yjlx
../instances/A2;false;true;1;1;2.822859048843384;2.857076037;0.003366918;false;false;false;2.02;11.1428572;2.682687115;20;47287;2276;20;47287;2276;2.959718586;-1;12;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_yUTgBx
../instances/Hchl8s;false;true;12;1;0.7505731582641602;0.75924493;0.000921662;false;false;false;0.27;0.996093257;0.694237957;10;13149;896;10;13149;896;0.861761628;-1;2;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_zmDKqw
../instances/Hchl3s;false;true;1;1;130.34416794776917;130.621442184;0.0323657;false;false;false;102.52;2.62317339;128.609563144;10;506117;9670;10;506117;9670;130.737310302;-1;3;false;false;BUILT_MODEL;./experiments_outputs/2020-11-16T19:13:37/jl_zxG8xu
../instances/CW3;false;false;12;1;447.9563009738922;448.00688064;0.040234214;false;false;false;1.64;14.7407892;447.679590012;53818;30367;8713;53818;30367;8713;448.144576271;-1;15;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_5RyLUs
../instances/CHL5;false;false;1;1;0.08388400077819824;0.085666466;0.000242602;false;false;false;0.02;2.654;0.078096406;67;1548;325;67;1548;325;0.179394658;-1;3;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_5TiZ1r
../instances/Hchl6s;false;false;1;1;328.00125098228455;328.13405614;0.084819001;false;false;false;253.22;4.21800828;327.018031431;36175;205659;18370;36175;205659;18370;328.240920467;-1;5;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_9iJqZr
../instances/STS2;false;false;1;1;2.229297161102295;2.247262241;0.002778239;false;false;false;1.82;11.0953581;2.153825248;4129;24216;2181;4129;24216;2181;2.345431373;-1;12;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_Ads6Ew
../instances/HH;false;false;12;1;0.33091092109680176;0.337370016;0.001177862;false;false;false;0.26;1.1277666;0.303136556;695;8669;2041;695;8669;2041;0.435457529;-1;2;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_AxHL9u
../instances/CHL7;false;false;1;1;80.83237910270691;80.912341717;0.02634109;false;false;false;65.76;5.0707737;80.377524517;12895;140776;7681;12895;140776;7681;81.013928404;-1;6;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_Ciq5wv
../instances/STS4;false;false;12;1;3.6001691818237305;3.62940743;0.005929419;false;false;false;2.28;4.48257995;3.443448012;4452;45641;4020;4452;45641;4020;3.730949821;-1;5;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_DISVCs
../instances/Hchl8s;false;false;1;1;0.5668110847473145;0.57350268;0.000632523;false;false;false;0.26;0.996093261;0.520513785;96;9627;847;96;9627;847;0.672618045;-1;2;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_EJ6Fyt
../instances/CW2;false;false;1;1;1.833432912826538;1.852623118;0.013833964;false;false;false;1.22;11.3711256;1.716606643;19610;13775;4145;19610;13775;4145;1.949529163;-1;12;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_Ef6cjw
../instances/CW3;false;false;1;1;222.02803802490234;222.073846907;0.037612741;false;false;false;3.97;14.7407892;221.766254649;53818;30367;8713;53818;30367;8713;222.185185941;-1;15;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_FFzHZs
../instances/CW1;false;false;1;1;2.667409896850586;2.683442954;0.0072042;false;false;false;1.81;8.66103134;2.575339798;10603;16130;3350;10603;16130;3350;2.779390091;-1;9;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_FqfOgt
../instances/A2;false;false;12;1;0.08346915245056152;0.089132179;0.000810484;true;true;false;0.02;11.14286;0.067449797;2182;3367;891;2182;3367;891;0.187785391;-1;12;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_Gaa8Eu
../instances/Hchl7s;false;false;1;1;10800.136649131775;NaN;0.125834514;false;false;false;2311.5;6.32275558;10798.059768217;61461;583473;25239;61461;583473;25239;10800.630418039;-1;60;true;true;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_HKfeHs
../instances/A3;false;false;1;1;1.4020659923553467;1.412320761;0.001647602;false;false;false;0.8;6.90515734;1.362727468;4128;11995;1862;4128;11995;1862;1.507534837;-1;7;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_Hd4Y3u
../instances/OF2;false;false;1;1;0.07129502296447754;0.074252952;0.000514156;false;false;false;0.03;3.44117648;0.04357438;362;2400;730;362;2400;730;0.169860184;-1;4;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_HzEWww
../instances/2;false;false;12;1;1.2612879276275635;1.275537987;0.000742218;true;true;false;0.09;1.565046;1.239615223;631;7404;1019;631;7404;1019;1.372459023;-1;2;false;false;BUILT_MODEL;./experiments_outputs/2020-11-18T20:28:18/jl_Iwsw2u
